id,value,depth,uniprot, organism, group, hasPDB, hasExperimental
b3f8bc5a-027e-11e7-b572-408d5c94fbae.b3f8bc5b-027e-11e7-b572-408d5c94fbae.b3f8bc5c-027e-11e7-b572-408d5c94fbae.b3f8bc5d-027e-11e7-b572-408d5c94fbae.b3f8bc5e-027e-11e7-b572-408d5c94fbae.b3f8bc5f-027e-11e7-b572-408d5c94fbae.b3f8bc60-027e-11e7-b572-408d5c94fbae.b3f8bc61-027e-11e7-b572-408d5c94fbae.b3f8bc62-027e-11e7-b572-408d5c94fbae.b3f8bc63-027e-11e7-b572-408d5c94fbae.b3f8bc64-027e-11e7-b572-408d5c94fbae.b3f8bc65-027e-11e7-b572-408d5c94fbae.b3f8bc66-027e-11e7-b572-408d5c94fbae.b3f8bc67-027e-11e7-b572-408d5c94fbae.b3f8bc68-027e-11e7-b572-408d5c94fbae.b3f8bc69-027e-11e7-b572-408d5c94fbae.b3f8bc6a-027e-11e7-b572-408d5c94fbae.b3f8bc88-027e-11e7-b572-408d5c94fbae.b3f8bc89-027e-11e7-b572-408d5c94fbae.b3f8bc8a-027e-11e7-b572-408d5c94fbae.b3f8bc8b-027e-11e7-b572-408d5c94fbae.b3f8bc8c-027e-11e7-b572-408d5c94fbae.b3f8bc8d-027e-11e7-b572-408d5c94fbae.b3f8bc8e-027e-11e7-b572-408d5c94fbae.b3f8bc8f-027e-11e7-b572-408d5c94fbae.b3f8bca7-027e-11e7-b572-408d5c94fbae.b3f8bca8-027e-11e7-b572-408d5c94fbae.b3f8bca9-027e-11e7-b572-408d5c94fbae.b3f8bcaa-027e-11e7-b572-408d5c94fbae.998,Mp-trHbN,29,C1N9B0_MICPC,Micromonas pusilla CCMP1545,N,0,True
b3f8bc5a-027e-11e7-b572-408d5c94fbae.b3f8bc5b-027e-11e7-b572-408d5c94fbae.b3f8bc5c-027e-11e7-b572-408d5c94fbae.b3f8bc5d-027e-11e7-b572-408d5c94fbae.b3f8bc5e-027e-11e7-b572-408d5c94fbae.b3f8bc5f-027e-11e7-b572-408d5c94fbae.b3f8bc60-027e-11e7-b572-408d5c94fbae.b3f8bc61-027e-11e7-b572-408d5c94fbae.b3f8bc62-027e-11e7-b572-408d5c94fbae.b3f8bc63-027e-11e7-b572-408d5c94fbae.b3f8bc64-027e-11e7-b572-408d5c94fbae.b3f8bc65-027e-11e7-b572-408d5c94fbae.b3f8bc66-027e-11e7-b572-408d5c94fbae.b3f8bc67-027e-11e7-b572-408d5c94fbae.b3f8bc68-027e-11e7-b572-408d5c94fbae.b3f8bc69-027e-11e7-b572-408d5c94fbae.b3f8bc6a-027e-11e7-b572-408d5c94fbae.b3f8bc88-027e-11e7-b572-408d5c94fbae.b3f8bc89-027e-11e7-b572-408d5c94fbae.b3f8bc8a-027e-11e7-b572-408d5c94fbae.b3f8bc8b-027e-11e7-b572-408d5c94fbae.b3f8bc8c-027e-11e7-b572-408d5c94fbae.b3f8bc8d-027e-11e7-b572-408d5c94fbae.b3f8bc8e-027e-11e7-b572-408d5c94fbae.b3f8bc8f-027e-11e7-b572-408d5c94fbae.b3f8bca7-027e-11e7-b572-408d5c94fbae.b3f8bca8-027e-11e7-b572-408d5c94fbae.b3f8bca9-027e-11e7-b572-408d5c94fbae.b3f8bcac-027e-11e7-b572-408d5c94fbae,,28,,,,,
b3f8bc5a-027e-11e7-b572-408d5c94fbae.b3f8bc5b-027e-11e7-b572-408d5c94fbae.b3f8bc5c-027e-11e7-b572-408d5c94fbae.b3f8bc5d-027e-11e7-b572-408d5c94fbae.b3f8bc5e-027e-11e7-b572-408d5c94fbae.b3f8bc5f-027e-11e7-b572-408d5c94fbae.b3f8bc60-027e-11e7-b572-408d5c94fbae.b3f8bc61-027e-11e7-b572-408d5c94fbae.b3f8bc62-027e-11e7-b572-408d5c94fbae.b3f8bc63-027e-11e7-b572-408d5c94fbae.b3f8bc64-027e-11e7-b572-408d5c94fbae.b3f8bc65-027e-11e7-b572-408d5c94fbae.b3f8bc66-027e-11e7-b572-408d5c94fbae.b3f8bc67-027e-11e7-b572-408d5c94fbae.b3f8bc68-027e-11e7-b572-408d5c94fbae.b3f8bc69-027e-11e7-b572-408d5c94fbae.b3f8bc6a-027e-11e7-b572-408d5c94fbae.b3f8bc88-027e-11e7-b572-408d5c94fbae.b3f8bc89-027e-11e7-b572-408d5c94fbae.b3f8bc8a-027e-11e7-b572-408d5c94fbae.b3f8bc8b-027e-11e7-b572-408d5c94fbae.b3f8bc8c-027e-11e7-b572-408d5c94fbae.b3f8bc8d-027e-11e7-b572-408d5c94fbae.b3f8bc8e-027e-11e7-b572-408d5c94fbae.b3f8bc8f-027e-11e7-b572-408d5c94fbae.b3f8bca7-027e-11e7-b572-408d5c94fbae.b3f8bca8-027e-11e7-b572-408d5c94fbae.b3f8bca9-027e-11e7-b572-408d5c94fbae.b3f8bcac-027e-11e7-b572-408d5c94fbae.183,C-trHbN,29,A8JAR3_CHLRE,Chlamydomonas reinhardtii,N,0,True
b3f8bc5a-027e-11e7-b572-408d5c94fbae.b3f8bc5b-027e-11e7-b572-408d5c94fbae.b3f8bc5c-027e-11e7-b572-408d5c94fbae.b3f8bc5d-027e-11e7-b572-408d5c94fbae.b3f8bc5e-027e-11e7-b572-408d5c94fbae.b3f8bc5f-027e-11e7-b572-408d5c94fbae.b3f8bc60-027e-11e7-b572-408d5c94fbae.b3f8bc61-027e-11e7-b572-408d5c94fbae.b3f8bc62-027e-11e7-b572-408d5c94fbae.b3f8bc63-027e-11e7-b572-408d5c94fbae.b3f8bc64-027e-11e7-b572-408d5c94fbae.b3f8bc65-027e-11e7-b572-408d5c94fbae.b3f8bc66-027e-11e7-b572-408d5c94fbae.b3f8bc67-027e-11e7-b572-408d5c94fbae.b3f8bc68-027e-11e7-b572-408d5c94fbae.b3f8bc69-027e-11e7-b572-408d5c94fbae.b3f8bc6a-027e-11e7-b572-408d5c94fbae.b3f8bc88-027e-11e7-b572-408d5c94fbae.b3f8bc89-027e-11e7-b572-408d5c94fbae.b3f8bc8a-027e-11e7-b572-408d5c94fbae.b3f8bc8b-027e-11e7-b572-408d5c94fbae.b3f8bc8c-027e-11e7-b572-408d5c94fbae.b3f8bc8d-027e-11e7-b572-408d5c94fbae.b3f8bc8e-027e-11e7-b572-408d5c94fbae.b3f8bc8f-027e-11e7-b572-408d5c94fbae.b3f8bca7-027e-11e7-b572-408d5c94fbae.b3f8bca8-027e-11e7-b572-408d5c94fbae.b3f8bca9-027e-11e7-b572-408d5c94fbae.b3f8bcac-027e-11e7-b572-408d5c94fbae.b3f8bcad-027e-11e7-b572-408d5c94fbae,,29,,,,,
b3f8bc5a-027e-11e7-b572-408d5c94fbae.b3f8bc5b-027e-11e7-b572-408d5c94fbae.b3f8bc5c-027e-11e7-b572-408d5c94fbae.b3f8bc5d-027e-11e7-b572-408d5c94fbae.b3f8bc5e-027e-11e7-b572-408d5c94fbae.b3f8bc5f-027e-11e7-b572-408d5c94fbae.b3f8bc60-027e-11e7-b572-408d5c94fbae.b3f8bc61-027e-11e7-b572-408d5c94fbae.b3f8bc62-027e-11e7-b572-408d5c94fbae.b3f8bc63-027e-11e7-b572-408d5c94fbae.b3f8bc64-027e-11e7-b572-408d5c94fbae.b3f8bc65-027e-11e7-b572-408d5c94fbae.b3f8bc66-027e-11e7-b572-408d5c94fbae.b3f8bc67-027e-11e7-b572-408d5c94fbae.b3f8bc68-027e-11e7-b572-408d5c94fbae.b3f8bc69-027e-11e7-b572-408d5c94fbae.b3f8bc6a-027e-11e7-b572-408d5c94fbae.b3f8bc88-027e-11e7-b572-408d5c94fbae.b3f8bc89-027e-11e7-b572-408d5c94fbae.b3f8bc8a-027e-11e7-b572-408d5c94fbae.b3f8bc8b-027e-11e7-b572-408d5c94fbae.b3f8bc8c-027e-11e7-b572-408d5c94fbae.b3f8bc8d-027e-11e7-b572-408d5c94fbae.b3f8bc8e-027e-11e7-b572-408d5c94fbae.b3f8bc8f-027e-11e7-b572-408d5c94fbae.b3f8bca7-027e-11e7-b572-408d5c94fbae.b3f8bca8-027e-11e7-b572-408d5c94fbae.b3f8bca9-027e-11e7-b572-408d5c94fbae.b3f8bcac-027e-11e7-b572-408d5c94fbae.b3f8bcad-027e-11e7-b572-408d5c94fbae.182,C-trHbN,30,A8JAR4_CHLRE,Chlamydomonas reinhardtii,N,2,True
b3f8bc5a-027e-11e7-b572-408d5c94fbae.b3f8bc5b-027e-11e7-b572-408d5c94fbae.b3f8bc5c-027e-11e7-b572-408d5c94fbae.b3f8bc5d-027e-11e7-b572-408d5c94fbae.b3f8bc5e-027e-11e7-b572-408d5c94fbae.b3f8bc5f-027e-11e7-b572-408d5c94fbae.b3f8bc60-027e-11e7-b572-408d5c94fbae.b3f8bc61-027e-11e7-b572-408d5c94fbae.b3f8bc62-027e-11e7-b572-408d5c94fbae.b3f8bc63-027e-11e7-b572-408d5c94fbae.b3f8bc64-027e-11e7-b572-408d5c94fbae.b3f8bc65-027e-11e7-b572-408d5c94fbae.b3f8bc66-027e-11e7-b572-408d5c94fbae.b3f8bc67-027e-11e7-b572-408d5c94fbae.b3f8bc68-027e-11e7-b572-408d5c94fbae.b3f8bc69-027e-11e7-b572-408d5c94fbae.b3f8bc6a-027e-11e7-b572-408d5c94fbae.b3f8bc88-027e-11e7-b572-408d5c94fbae.b3f8bc89-027e-11e7-b572-408d5c94fbae.b3f8bc8a-027e-11e7-b572-408d5c94fbae.b3f8bc8b-027e-11e7-b572-408d5c94fbae.b3f8bc8c-027e-11e7-b572-408d5c94fbae.b3f8bc8d-027e-11e7-b572-408d5c94fbae.b3f8bc8e-027e-11e7-b572-408d5c94fbae.b3f8bc8f-027e-11e7-b572-408d5c94fbae.b3f8bca7-027e-11e7-b572-408d5c94fbae.b3f8bca8-027e-11e7-b572-408d5c94fbae.b3f8bca9-027e-11e7-b572-408d5c94fbae.b3f8bcac-027e-11e7-b572-408d5c94fbae.b3f8bcad-027e-11e7-b572-408d5c94fbae.126,V-trHbN,30,D8THA8_VOLCA,Volvox carteri,N,0,True
b3f8bc5a-027e-11e7-b572-408d5c94fbae.b3f8bc5b-027e-11e7-b572-408d5c94fbae.b3f8bc5c-027e-11e7-b572-408d5c94fbae.b3f8bc5d-027e-11e7-b572-408d5c94fbae.b3f8bc5e-027e-11e7-b572-408d5c94fbae.b3f8bc5f-027e-11e7-b572-408d5c94fbae.b3f8bc60-027e-11e7-b572-408d5c94fbae.b3f8bc61-027e-11e7-b572-408d5c94fbae.b3f8bc62-027e-11e7-b572-408d5c94fbae.b3f8bc63-027e-11e7-b572-408d5c94fbae.b3f8bc64-027e-11e7-b572-408d5c94fbae.b3f8bc65-027e-11e7-b572-408d5c94fbae.b3f8bc66-027e-11e7-b572-408d5c94fbae.b3f8bc67-027e-11e7-b572-408d5c94fbae.b3f8bc68-027e-11e7-b572-408d5c94fbae.b3f8bc69-027e-11e7-b572-408d5c94fbae.b3f8bc6a-027e-11e7-b572-408d5c94fbae.b3f8bc88-027e-11e7-b572-408d5c94fbae.b3f8bc89-027e-11e7-b572-408d5c94fbae.b3f8bc8a-027e-11e7-b572-408d5c94fbae.b3f8bc8b-027e-11e7-b572-408d5c94fbae.b3f8bc8c-027e-11e7-b572-408d5c94fbae.b3f8bc8d-027e-11e7-b572-408d5c94fbae.b3f8bc8e-027e-11e7-b572-408d5c94fbae.b3f8bc8f-027e-11e7-b572-408d5c94fbae.b3f8bca7-027e-11e7-b572-408d5c94fbae.b3f8bca8-027e-11e7-b572-408d5c94fbae.626,B-trHbN,27,Q1N6W8_9GAMM,Bermanella marisrubri,N,0,True
b3f8bc5a-027e-11e7-b572-408d5c94fbae.b3f8bc5b-027e-11e7-b572-408d5c94fbae.b3f8bc5c-027e-11e7-b572-408d5c94fbae.b3f8bc5d-027e-11e7-b572-408d5c94fbae.b3f8bc5e-027e-11e7-b572-408d5c94fbae.b3f8bc5f-027e-11e7-b572-408d5c94fbae.b3f8bc60-027e-11e7-b572-408d5c94fbae.b3f8bc61-027e-11e7-b572-408d5c94fbae.b3f8bc62-027e-11e7-b572-408d5c94fbae.b3f8bc63-027e-11e7-b572-408d5c94fbae.b3f8bc64-027e-11e7-b572-408d5c94fbae.b3f8bc65-027e-11e7-b572-408d5c94fbae.b3f8bc66-027e-11e7-b572-408d5c94fbae.b3f8bc67-027e-11e7-b572-408d5c94fbae.b3f8bc68-027e-11e7-b572-408d5c94fbae.b3f8bc69-027e-11e7-b572-408d5c94fbae.b3f8bc6a-027e-11e7-b572-408d5c94fbae.b3f8bc88-027e-11e7-b572-408d5c94fbae.b3f8bc89-027e-11e7-b572-408d5c94fbae.b3f8bc8a-027e-11e7-b572-408d5c94fbae.b3f8bc8b-027e-11e7-b572-408d5c94fbae.b3f8bc8c-027e-11e7-b572-408d5c94fbae.b3f8bc8d-027e-11e7-b572-408d5c94fbae.b3f8bc8e-027e-11e7-b572-408d5c94fbae.b3f8bc8f-027e-11e7-b572-408d5c94fbae.b3f8bca7-027e-11e7-b572-408d5c94fbae.b3f8bcae-027e-11e7-b572-408d5c94fbae,,26,,,,,
b3f8bc5a-027e-11e7-b572-408d5c94fbae.b3f8bc5b-027e-11e7-b572-408d5c94fbae.b3f8bc5c-027e-11e7-b572-408d5c94fbae.b3f8bc5d-027e-11e7-b572-408d5c94fbae.b3f8bc5e-027e-11e7-b572-408d5c94fbae.b3f8bc5f-027e-11e7-b572-408d5c94fbae.b3f8bc60-027e-11e7-b572-408d5c94fbae.b3f8bc61-027e-11e7-b572-408d5c94fbae.b3f8bc62-027e-11e7-b572-408d5c94fbae.b3f8bc63-027e-11e7-b572-408d5c94fbae.b3f8bc64-027e-11e7-b572-408d5c94fbae.b3f8bc65-027e-11e7-b572-408d5c94fbae.b3f8bc66-027e-11e7-b572-408d5c94fbae.b3f8bc67-027e-11e7-b572-408d5c94fbae.b3f8bc68-027e-11e7-b572-408d5c94fbae.b3f8bc69-027e-11e7-b572-408d5c94fbae.b3f8bc6a-027e-11e7-b572-408d5c94fbae.b3f8bc88-027e-11e7-b572-408d5c94fbae.b3f8bc89-027e-11e7-b572-408d5c94fbae.b3f8bc8a-027e-11e7-b572-408d5c94fbae.b3f8bc8b-027e-11e7-b572-408d5c94fbae.b3f8bc8c-027e-11e7-b572-408d5c94fbae.b3f8bc8d-027e-11e7-b572-408d5c94fbae.b3f8bc8e-027e-11e7-b572-408d5c94fbae.b3f8bc8f-027e-11e7-b572-408d5c94fbae.b3f8bca7-027e-11e7-b572-408d5c94fbae.b3f8bcae-027e-11e7-b572-408d5c94fbae.1038,C-trHbN,27,TRHN2_CHLMO,Chlamydomonas moewusii,N,0,True
b3f8bc5a-027e-11e7-b572-408d5c94fbae.b3f8bc5b-027e-11e7-b572-408d5c94fbae.b3f8bc5c-027e-11e7-b572-408d5c94fbae.b3f8bc5d-027e-11e7-b572-408d5c94fbae.b3f8bc5e-027e-11e7-b572-408d5c94fbae.b3f8bc5f-027e-11e7-b572-408d5c94fbae.b3f8bc60-027e-11e7-b572-408d5c94fbae.b3f8bc61-027e-11e7-b572-408d5c94fbae.b3f8bc62-027e-11e7-b572-408d5c94fbae.b3f8bc63-027e-11e7-b572-408d5c94fbae.b3f8bc64-027e-11e7-b572-408d5c94fbae.b3f8bc65-027e-11e7-b572-408d5c94fbae.b3f8bc66-027e-11e7-b572-408d5c94fbae.b3f8bc67-027e-11e7-b572-408d5c94fbae.b3f8bc68-027e-11e7-b572-408d5c94fbae.b3f8bc69-027e-11e7-b572-408d5c94fbae.b3f8bc6a-027e-11e7-b572-408d5c94fbae.b3f8bc88-027e-11e7-b572-408d5c94fbae.b3f8bc89-027e-11e7-b572-408d5c94fbae.b3f8bc8a-027e-11e7-b572-408d5c94fbae.b3f8bc8b-027e-11e7-b572-408d5c94fbae.b3f8bc8c-027e-11e7-b572-408d5c94fbae.b3f8bc8d-027e-11e7-b572-408d5c94fbae.b3f8bc8e-027e-11e7-b572-408d5c94fbae.b3f8bc8f-027e-11e7-b572-408d5c94fbae.b3f8bca7-027e-11e7-b572-408d5c94fbae.b3f8bcae-027e-11e7-b572-408d5c94fbae.1039,C-trHbN,27,TRHN1_CHLMO,Chlamydomonas moewusii,N,2,True
b3f8bc5a-027e-11e7-b572-408d5c94fbae.b3f8bc5b-027e-11e7-b572-408d5c94fbae.b3f8bc5c-027e-11e7-b572-408d5c94fbae.b3f8bc5d-027e-11e7-b572-408d5c94fbae.b3f8bc5e-027e-11e7-b572-408d5c94fbae.b3f8bc5f-027e-11e7-b572-408d5c94fbae.b3f8bc60-027e-11e7-b572-408d5c94fbae.b3f8bc61-027e-11e7-b572-408d5c94fbae.b3f8bc62-027e-11e7-b572-408d5c94fbae.b3f8bc63-027e-11e7-b572-408d5c94fbae.b3f8bc64-027e-11e7-b572-408d5c94fbae.b3f8bc65-027e-11e7-b572-408d5c94fbae.b3f8bc66-027e-11e7-b572-408d5c94fbae.b3f8bc67-027e-11e7-b572-408d5c94fbae.b3f8bc68-027e-11e7-b572-408d5c94fbae.b3f8bc69-027e-11e7-b572-408d5c94fbae.b3f8bc6a-027e-11e7-b572-408d5c94fbae.b3f8bc88-027e-11e7-b572-408d5c94fbae.b3f8bc89-027e-11e7-b572-408d5c94fbae.b3f8bc8a-027e-11e7-b572-408d5c94fbae.b3f8bc8b-027e-11e7-b572-408d5c94fbae.b3f8bc8c-027e-11e7-b572-408d5c94fbae.b3f8bc8d-027e-11e7-b572-408d5c94fbae.b3f8bc8e-027e-11e7-b572-408d5c94fbae.b3f8bcaf-027e-11e7-b572-408d5c94fbae,,24,,,,,
b3f8bc5a-027e-11e7-b572-408d5c94fbae.b3f8bc5b-027e-11e7-b572-408d5c94fbae.b3f8bc5c-027e-11e7-b572-408d5c94fbae.b3f8bc5d-027e-11e7-b572-408d5c94fbae.b3f8bc5e-027e-11e7-b572-408d5c94fbae.b3f8bc5f-027e-11e7-b572-408d5c94fbae.b3f8bc60-027e-11e7-b572-408d5c94fbae.b3f8bc61-027e-11e7-b572-408d5c94fbae.b3f8bc62-027e-11e7-b572-408d5c94fbae.b3f8bc63-027e-11e7-b572-408d5c94fbae.b3f8bc64-027e-11e7-b572-408d5c94fbae.b3f8bc65-027e-11e7-b572-408d5c94fbae.b3f8bc66-027e-11e7-b572-408d5c94fbae.b3f8bc67-027e-11e7-b572-408d5c94fbae.b3f8bc68-027e-11e7-b572-408d5c94fbae.b3f8bc69-027e-11e7-b572-408d5c94fbae.b3f8bc6a-027e-11e7-b572-408d5c94fbae.b3f8bc88-027e-11e7-b572-408d5c94fbae.b3f8bc89-027e-11e7-b572-408d5c94fbae.b3f8bc8a-027e-11e7-b572-408d5c94fbae.b3f8bc8b-027e-11e7-b572-408d5c94fbae.b3f8bc8c-027e-11e7-b572-408d5c94fbae.b3f8bc8d-027e-11e7-b572-408d5c94fbae.b3f8bc8e-027e-11e7-b572-408d5c94fbae.b3f8bcaf-027e-11e7-b572-408d5c94fbae.b3f8bcb0-027e-11e7-b572-408d5c94fbae,,25,,,,,
b3f8bc5a-027e-11e7-b572-408d5c94fbae.b3f8bc5b-027e-11e7-b572-408d5c94fbae.b3f8bc5c-027e-11e7-b572-408d5c94fbae.b3f8bc5d-027e-11e7-b572-408d5c94fbae.b3f8bc5e-027e-11e7-b572-408d5c94fbae.b3f8bc5f-027e-11e7-b572-408d5c94fbae.b3f8bc60-027e-11e7-b572-408d5c94fbae.b3f8bc61-027e-11e7-b572-408d5c94fbae.b3f8bc62-027e-11e7-b572-408d5c94fbae.b3f8bc63-027e-11e7-b572-408d5c94fbae.b3f8bc64-027e-11e7-b572-408d5c94fbae.b3f8bc65-027e-11e7-b572-408d5c94fbae.b3f8bc66-027e-11e7-b572-408d5c94fbae.b3f8bc67-027e-11e7-b572-408d5c94fbae.b3f8bc68-027e-11e7-b572-408d5c94fbae.b3f8bc69-027e-11e7-b572-408d5c94fbae.b3f8bc6a-027e-11e7-b572-408d5c94fbae.b3f8bc88-027e-11e7-b572-408d5c94fbae.b3f8bc89-027e-11e7-b572-408d5c94fbae.b3f8bc8a-027e-11e7-b572-408d5c94fbae.b3f8bc8b-027e-11e7-b572-408d5c94fbae.b3f8bc8c-027e-11e7-b572-408d5c94fbae.b3f8bc8d-027e-11e7-b572-408d5c94fbae.b3f8bc8e-027e-11e7-b572-408d5c94fbae.b3f8bcaf-027e-11e7-b572-408d5c94fbae.b3f8bcb0-027e-11e7-b572-408d5c94fbae.b3f8bcb1-027e-11e7-b572-408d5c94fbae,,26,,,,,
b3f8bc5a-027e-11e7-b572-408d5c94fbae.b3f8bc5b-027e-11e7-b572-408d5c94fbae.b3f8bc5c-027e-11e7-b572-408d5c94fbae.b3f8bc5d-027e-11e7-b572-408d5c94fbae.b3f8bc5e-027e-11e7-b572-408d5c94fbae.b3f8bc5f-027e-11e7-b572-408d5c94fbae.b3f8bc60-027e-11e7-b572-408d5c94fbae.b3f8bc61-027e-11e7-b572-408d5c94fbae.b3f8bc62-027e-11e7-b572-408d5c94fbae.b3f8bc63-027e-11e7-b572-408d5c94fbae.b3f8bc64-027e-11e7-b572-408d5c94fbae.b3f8bc65-027e-11e7-b572-408d5c94fbae.b3f8bc66-027e-11e7-b572-408d5c94fbae.b3f8bc67-027e-11e7-b572-408d5c94fbae.b3f8bc68-027e-11e7-b572-408d5c94fbae.b3f8bc69-027e-11e7-b572-408d5c94fbae.b3f8bc6a-027e-11e7-b572-408d5c94fbae.b3f8bc88-027e-11e7-b572-408d5c94fbae.b3f8bc89-027e-11e7-b572-408d5c94fbae.b3f8bc8a-027e-11e7-b572-408d5c94fbae.b3f8bc8b-027e-11e7-b572-408d5c94fbae.b3f8bc8c-027e-11e7-b572-408d5c94fbae.b3f8bc8d-027e-11e7-b572-408d5c94fbae.b3f8bc8e-027e-11e7-b572-408d5c94fbae.b3f8bcaf-027e-11e7-b572-408d5c94fbae.b3f8bcb0-027e-11e7-b572-408d5c94fbae.b3f8bcb1-027e-11e7-b572-408d5c94fbae.b3f8bcb2-027e-11e7-b572-408d5c94fbae,,27,,,,,
b3f8bc5a-027e-11e7-b572-408d5c94fbae.b3f8bc5b-027e-11e7-b572-408d5c94fbae.b3f8bc5c-027e-11e7-b572-408d5c94fbae.b3f8bc5d-027e-11e7-b572-408d5c94fbae.b3f8bc5e-027e-11e7-b572-408d5c94fbae.b3f8bc5f-027e-11e7-b572-408d5c94fbae.b3f8bc60-027e-11e7-b572-408d5c94fbae.b3f8bc61-027e-11e7-b572-408d5c94fbae.b3f8bc62-027e-11e7-b572-408d5c94fbae.b3f8bc63-027e-11e7-b572-408d5c94fbae.b3f8bc64-027e-11e7-b572-408d5c94fbae.b3f8bc65-027e-11e7-b572-408d5c94fbae.b3f8bc66-027e-11e7-b572-408d5c94fbae.b3f8bc67-027e-11e7-b572-408d5c94fbae.b3f8bc68-027e-11e7-b572-408d5c94fbae.b3f8bc69-027e-11e7-b572-408d5c94fbae.b3f8bc6a-027e-11e7-b572-408d5c94fbae.b3f8bc88-027e-11e7-b572-408d5c94fbae.b3f8bc89-027e-11e7-b572-408d5c94fbae.b3f8bc8a-027e-11e7-b572-408d5c94fbae.b3f8bc8b-027e-11e7-b572-408d5c94fbae.b3f8bc8c-027e-11e7-b572-408d5c94fbae.b3f8bc8d-027e-11e7-b572-408d5c94fbae.b3f8bc8e-027e-11e7-b572-408d5c94fbae.b3f8bcaf-027e-11e7-b572-408d5c94fbae.b3f8bcb0-027e-11e7-b572-408d5c94fbae.b3f8bcb1-027e-11e7-b572-408d5c94fbae.b3f8bcb2-027e-11e7-b572-408d5c94fbae.279,Ims-trHbN,28,G0QQ62_ICHMG,Ichthyophthirius multifiliis strain G5,N,0,True
b3f8bc5a-027e-11e7-b572-408d5c94fbae.b3f8bc5b-027e-11e7-b572-408d5c94fbae.b3f8bc5c-027e-11e7-b572-408d5c94fbae.b3f8bc5d-027e-11e7-b572-408d5c94fbae.b3f8bc5e-027e-11e7-b572-408d5c94fbae.b3f8bc5f-027e-11e7-b572-408d5c94fbae.b3f8bc60-027e-11e7-b572-408d5c94fbae.b3f8bc61-027e-11e7-b572-408d5c94fbae.b3f8bc62-027e-11e7-b572-408d5c94fbae.b3f8bc63-027e-11e7-b572-408d5c94fbae.b3f8bc64-027e-11e7-b572-408d5c94fbae.b3f8bc65-027e-11e7-b572-408d5c94fbae.b3f8bc66-027e-11e7-b572-408d5c94fbae.b3f8bc67-027e-11e7-b572-408d5c94fbae.b3f8bc68-027e-11e7-b572-408d5c94fbae.b3f8bc69-027e-11e7-b572-408d5c94fbae.b3f8bc6a-027e-11e7-b572-408d5c94fbae.b3f8bc88-027e-11e7-b572-408d5c94fbae.b3f8bc89-027e-11e7-b572-408d5c94fbae.b3f8bc8a-027e-11e7-b572-408d5c94fbae.b3f8bc8b-027e-11e7-b572-408d5c94fbae.b3f8bc8c-027e-11e7-b572-408d5c94fbae.b3f8bc8d-027e-11e7-b572-408d5c94fbae.b3f8bc8e-027e-11e7-b572-408d5c94fbae.b3f8bcaf-027e-11e7-b572-408d5c94fbae.b3f8bcb0-027e-11e7-b572-408d5c94fbae.b3f8bcb1-027e-11e7-b572-408d5c94fbae.b3f8bcb2-027e-11e7-b572-408d5c94fbae.b3f8bcb3-027e-11e7-b572-408d5c94fbae,,28,,,,,
b3f8bc5a-027e-11e7-b572-408d5c94fbae.b3f8bc5b-027e-11e7-b572-408d5c94fbae.b3f8bc5c-027e-11e7-b572-408d5c94fbae.b3f8bc5d-027e-11e7-b572-408d5c94fbae.b3f8bc5e-027e-11e7-b572-408d5c94fbae.b3f8bc5f-027e-11e7-b572-408d5c94fbae.b3f8bc60-027e-11e7-b572-408d5c94fbae.b3f8bc61-027e-11e7-b572-408d5c94fbae.b3f8bc62-027e-11e7-b572-408d5c94fbae.b3f8bc63-027e-11e7-b572-408d5c94fbae.b3f8bc64-027e-11e7-b572-408d5c94fbae.b3f8bc65-027e-11e7-b572-408d5c94fbae.b3f8bc66-027e-11e7-b572-408d5c94fbae.b3f8bc67-027e-11e7-b572-408d5c94fbae.b3f8bc68-027e-11e7-b572-408d5c94fbae.b3f8bc69-027e-11e7-b572-408d5c94fbae.b3f8bc6a-027e-11e7-b572-408d5c94fbae.b3f8bc88-027e-11e7-b572-408d5c94fbae.b3f8bc89-027e-11e7-b572-408d5c94fbae.b3f8bc8a-027e-11e7-b572-408d5c94fbae.b3f8bc8b-027e-11e7-b572-408d5c94fbae.b3f8bc8c-027e-11e7-b572-408d5c94fbae.b3f8bc8d-027e-11e7-b572-408d5c94fbae.b3f8bc8e-027e-11e7-b572-408d5c94fbae.b3f8bcaf-027e-11e7-b572-408d5c94fbae.b3f8bcb0-027e-11e7-b572-408d5c94fbae.b3f8bcb1-027e-11e7-b572-408d5c94fbae.b3f8bcb2-027e-11e7-b572-408d5c94fbae.b3f8bcb3-027e-11e7-b572-408d5c94fbae.b3f8bcb4-027e-11e7-b572-408d5c94fbae,,29,,,,,
